services,date,time,ride_status,source,destination,duration,ride_id,distance,ride_charge,misc_charge,total_fare,payment_method,booking_datetime,service_type_clean,source_clean,destination_clean,payment_method_clean,is_completed,is_cancelled,booking_date,hour,day_of_week,day_of_week_num,is_weekend,month,month_name,week_of_year,time_period,route,distance_bucket,duration_bucket,fare_bucket,fare_per_km
bike lite,2024-08-01,13:08:29.754771,completed,Koramangala 4th Block 4th Stage,Kasavanahalli District,20,RD1746903195022440,44.42,389.98,42.06,432.04,GPay,2024-08-01 13:08:29.754771,bike lite,koramangala 4th block 4th stage,kasavanahalli district,gpay,1,0,2024-08-01,13,Thursday,3,False,8,August,31,Daytime,koramangala 4th block 4th stage → kasavanahalli district,Very Long (>15 km),Medium (15–30 min),Medium-Low Fare,9.726249437190456
auto,2024-08-07,04:54:30.754771,completed,Vidyaranyapura Terrace,Bellandur Colony,52,RD0055583329668736,18.31,661.26,47.43,708.6899999999999,QR scan,2024-08-07 04:54:30.754771,auto,vidyaranyapura terrace,bellandur colony,qr scan,1,0,2024-08-07,4,Wednesday,2,False,8,August,32,Late Night,vidyaranyapura terrace → bellandur colony,Very Long (>15 km),Long (30–60 min),Medium-High Fare,38.70507919169852
bike,2024-07-29,09:41:23.754771,completed,Hoodi Pier,Jakkur 5th Stage,12,RD5547858348126616,41.08,333.99,8.95,342.94,QR scan,2024-07-29 09:41:23.754771,bike,hoodi pier,jakkur 5th stage,qr scan,1,0,2024-07-29,9,Monday,0,False,7,July,31,Morning Peak,hoodi pier → jakkur 5th stage,Very Long (>15 km),Short (≤15 min),Medium-Low Fare,8.348101265822786
bike,2024-07-05,21:23:53.754771,completed,Domlur Hills,Mysore Road Commons,55,RD9018076631581192,37.83,355.56,35.09,390.65,QR scan,2024-07-05 21:23:53.754771,bike,domlur hills,mysore road commons,qr scan,1,0,2024-07-05,21,Friday,4,False,7,July,27,Night,domlur hills → mysore road commons,Very Long (>15 km),Long (30–60 min),Medium-Low Fare,10.326460481099657
bike,2024-07-11,22:51:58.754771,cancelled,Kudlu Grove,Kothanur Harbor,111,RD9215397153005858,43.61,,,,,2024-07-11 22:51:58.754771,bike,kudlu grove,kothanur harbor,,0,1,2024-07-11,22,Thursday,3,False,7,July,28,Night,kudlu grove → kothanur harbor,Very Long (>15 km),Very Long (>60 min),,
cab economy,2024-07-08,13:53:24.754771,completed,Sahakar Nagar Pass,Rajajinagar Pier,73,RD2718337664182643,35.28,229.68,2.92,232.6,GPay,2024-07-08 13:53:24.754771,cab economy,sahakar nagar pass,rajajinagar pier,gpay,1,0,2024-07-08,13,Monday,0,False,7,July,28,Daytime,sahakar nagar pass → rajajinagar pier,Very Long (>15 km),Very Long (>60 min),Low Fare,6.592970521541949
parcel,2024-08-08,06:19:55.754771,completed,Billekahalli Place,Byatarayanapura Cross,25,RD0905296631049793,23.16,439.07,26.86,465.93,Amazon Pay,2024-08-08 06:19:55.754771,parcel,billekahalli place,byatarayanapura cross,amazon pay,1,0,2024-08-08,6,Thursday,3,False,8,August,32,Morning Peak,billekahalli place → byatarayanapura cross,Very Long (>15 km),Medium (15–30 min),Medium-Low Fare,20.117875647668395
cab economy,2024-07-24,16:07:18.754771,completed,Koramangala 4th Block Quay,Giri Nagar Area,42,RD6518280698379745,41.58,347.49,5.05,352.54,QR scan,2024-07-24 16:07:18.754771,cab economy,koramangala 4th block quay,giri nagar area,qr scan,1,0,2024-07-24,16,Wednesday,2,False,7,July,30,Evening Peak,koramangala 4th block quay → giri nagar area,Very Long (>15 km),Long (30–60 min),Medium-Low Fare,8.47859547859548
bike lite,2024-07-19,08:02:13.754771,completed,Vasanth Nagar Promenade,Kadugodi Plaza,112,RD0240651679265796,43.31,763.09,47.94,811.03,Amazon Pay,2024-07-19 08:02:13.754771,bike lite,vasanth nagar promenade,kadugodi plaza,amazon pay,1,0,2024-07-19,8,Friday,4,False,7,July,29,Morning Peak,vasanth nagar promenade → kadugodi plaza,Very Long (>15 km),Very Long (>60 min),High Fare,18.7261602401293
parcel,2024-08-16,00:42:58.754771,completed,Vidya Vihar Colony,Begur Grove,63,RD9580376706408778,2.68,445.0,3.96,448.96,Amazon Pay,2024-08-16 00:42:58.754771,parcel,vidya vihar colony,begur grove,amazon pay,1,0,2024-08-16,0,Friday,4,False,8,August,33,Late Night,vidya vihar colony → begur grove,Short (≤3 km),Very Long (>60 min),Medium-Low Fare,167.52238805970148
auto,2024-07-04,17:38:04.754771,completed,Nagawara Plaza,Hulimavu Cutting,91,RD9308346421638516,3.88,918.42,29.84,948.26,GPay,2024-07-04 17:38:04.754771,auto,nagawara plaza,hulimavu cutting,gpay,1,0,2024-07-04,17,Thursday,3,False,7,July,27,Evening Peak,nagawara plaza → hulimavu cutting,Medium (3–7 km),Very Long (>60 min),High Fare,244.39690721649484
cab economy,2024-07-09,22:40:55.754771,completed,Jalahalli Cut,Jayanagar Sector,70,RD1150313914290309,23.07,746.88,45.69,792.5699999999999,GPay,2024-07-09 22:40:55.754771,cab economy,jalahalli cut,jayanagar sector,gpay,1,0,2024-07-09,22,Tuesday,1,False,7,July,28,Night,jalahalli cut → jayanagar sector,Very Long (>15 km),Very Long (>60 min),High Fare,34.355006501950584
parcel,2024-06-24,07:56:29.754771,completed,Vijayanagar Valley,HRBR Layout Track,84,RD0552971287514520,49.66,752.35,48.64,800.99,Amazon Pay,2024-06-24 07:56:29.754771,parcel,vijayanagar valley,hrbr layout track,amazon pay,1,0,2024-06-24,7,Monday,0,False,6,June,26,Morning Peak,vijayanagar valley → hrbr layout track,Very Long (>15 km),Very Long (>60 min),High Fare,16.129480467176805
auto,2024-07-26,22:24:37.754771,completed,Sadashiva Nagar 6th Stage,Srirampura Way,17,RD8688234336866619,29.09,866.79,36.45,903.24,Paytm,2024-07-26 22:24:37.754771,auto,sadashiva nagar 6th stage,srirampura way,paytm,1,0,2024-07-26,22,Friday,4,False,7,July,30,Night,sadashiva nagar 6th stage → srirampura way,Very Long (>15 km),Medium (15–30 min),High Fare,31.049845307665866
cab economy,2024-07-10,01:16:55.754771,completed,Kadugodi 4th Stage,Chandra Layout Quarry,94,RD0806710460768670,39.17,728.4,13.88,742.28,Paytm,2024-07-10 01:16:55.754771,cab economy,kadugodi 4th stage,chandra layout quarry,paytm,1,0,2024-07-10,1,Wednesday,2,False,7,July,28,Late Night,kadugodi 4th stage → chandra layout quarry,Very Long (>15 km),Very Long (>60 min),Medium-High Fare,18.95021700280827
auto,2024-06-21,04:18:32.754771,completed,Bellandur Outer Ring Road Run,Koramangala 6th Block Arc,41,RD6579992291172378,32.34,93.21,26.96,120.17,GPay,2024-06-21 04:18:32.754771,auto,bellandur outer ring road run,koramangala 6th block arc,gpay,1,0,2024-06-21,4,Friday,4,False,6,June,25,Late Night,bellandur outer ring road run → koramangala 6th block arc,Very Long (>15 km),Long (30–60 min),Low Fare,3.7158317872603583
parcel,2024-06-22,21:54:31.754771,completed,Ramnagar Dam,MG Road Grove,38,RD8594762250995775,11.87,372.17,13.06,385.23,Amazon Pay,2024-06-22 21:54:31.754771,parcel,ramnagar dam,mg road grove,amazon pay,1,0,2024-06-22,21,Saturday,5,True,6,June,25,Night,ramnagar dam → mg road grove,Long (7–15 km),Long (30–60 min),Medium-Low Fare,32.45408593091828
parcel,2024-06-17,10:26:38.754771,completed,Nagarbhavi Works,Dooravani Nagar Zone,38,RD8562263178876919,5.06,390.89,21.99,412.88,Paytm,2024-06-17 10:26:38.754771,parcel,nagarbhavi works,dooravani nagar zone,paytm,1,0,2024-06-17,10,Monday,0,False,6,June,25,Daytime,nagarbhavi works → dooravani nagar zone,Medium (3–7 km),Long (30–60 min),Medium-Low Fare,81.59683794466403
cab economy,2024-07-30,07:57:13.754771,completed,Bommasandra Yard,Basaveshwaranagar Commons,39,RD8802212824782026,3.44,197.7,4.87,202.57,QR scan,2024-07-30 07:57:13.754771,cab economy,bommasandra yard,basaveshwaranagar commons,qr scan,1,0,2024-07-30,7,Tuesday,1,False,7,July,31,Morning Peak,bommasandra yard → basaveshwaranagar commons,Medium (3–7 km),Long (30–60 min),Low Fare,58.88662790697674
bike,2024-06-19,14:00:16.754771,completed,Koramangala 7th Block Arc,Ramamurthy Nagar Bay,24,RD2099646262478009,4.22,668.27,30.18,698.4499999999999,Paytm,2024-06-19 14:00:16.754771,bike,koramangala 7th block arc,ramamurthy nagar bay,paytm,1,0,2024-06-19,14,Wednesday,2,False,6,June,25,Daytime,koramangala 7th block arc → ramamurthy nagar bay,Medium (3–7 km),Medium (15–30 min),Medium-High Fare,165.50947867298578
bike,2024-07-06,12:38:44.754771,cancelled,Rajajinagar 4th Stage,Yelahanka New Town Pass,49,RD4058532291892830,1.02,,,,,2024-07-06 12:38:44.754771,bike,rajajinagar 4th stage,yelahanka new town pass,,0,1,2024-07-06,12,Saturday,5,True,7,July,27,Daytime,rajajinagar 4th stage → yelahanka new town pass,Short (≤3 km),Long (30–60 min),,
auto,2024-07-12,04:10:02.754771,completed,Sadashiva Nagar Park,Kodigehalli Nagar,15,RD0530146915714775,19.38,109.12,0.66,109.78,Amazon Pay,2024-07-12 04:10:02.754771,auto,sadashiva nagar park,kodigehalli nagar,amazon pay,1,0,2024-07-12,4,Friday,4,False,7,July,28,Late Night,sadashiva nagar park → kodigehalli nagar,Very Long (>15 km),Short (≤15 min),Low Fare,5.6646026831785345
parcel,2024-06-28,09:30:34.754771,completed,Madiwala Road,Horamavu Banaswadi Estate,113,RD4561387347290441,33.85,157.67,46.31,203.98,QR scan,2024-06-28 09:30:34.754771,parcel,madiwala road,horamavu banaswadi estate,qr scan,1,0,2024-06-28,9,Friday,4,False,6,June,26,Morning Peak,madiwala road → horamavu banaswadi estate,Very Long (>15 km),Very Long (>60 min),Low Fare,6.025997045790251
cab economy,2024-07-01,22:01:18.754771,completed,Banaswadi Road,Kodigehalli Fork,44,RD7616644710177841,20.11,686.75,46.91,733.66,Amazon Pay,2024-07-01 22:01:18.754771,cab economy,banaswadi road,kodigehalli fork,amazon pay,1,0,2024-07-01,22,Monday,0,False,7,July,27,Night,banaswadi road → kodigehalli fork,Very Long (>15 km),Long (30–60 min),Medium-High Fare,36.482347090999504
cab economy,2024-07-17,23:52:03.754771,completed,Basavanagudi Summit,Hennur District,40,RD5258018563528407,38.2,425.54,13.91,439.4500000000001,GPay,2024-07-17 23:52:03.754771,cab economy,basavanagudi summit,hennur district,gpay,1,0,2024-07-17,23,Wednesday,2,False,7,July,29,Night,basavanagudi summit → hennur district,Very Long (>15 km),Long (30–60 min),Medium-Low Fare,11.503926701570682
parcel,2024-07-30,04:43:34.754771,completed,Banashankari Pass,Jalahalli 4th Stage,94,RD0086966701804915,7.96,797.59,34.55,832.14,Amazon Pay,2024-07-30 04:43:34.754771,parcel,banashankari pass,jalahalli 4th stage,amazon pay,1,0,2024-07-30,4,Tuesday,1,False,7,July,31,Late Night,banashankari pass → jalahalli 4th stage,Long (7–15 km),Very Long (>60 min),High Fare,104.54020100502512
cab economy,2024-08-06,04:50:32.754771,completed,Hosur Court,HSR Layout Loop,112,RD9127964058943654,13.57,251.42,22.55,273.97,GPay,2024-08-06 04:50:32.754771,cab economy,hosur court,hsr layout loop,gpay,1,0,2024-08-06,4,Tuesday,1,False,8,August,32,Late Night,hosur court → hsr layout loop,Long (7–15 km),Very Long (>60 min),Low Fare,20.189388356669124
bike,2024-08-15,15:55:04.754771,completed,Byatarayanapura 4th Stage,Koramangala Road,52,RD9180195731214213,27.05,889.24,49.34,938.58,QR scan,2024-08-15 15:55:04.754771,bike,byatarayanapura 4th stage,koramangala road,qr scan,1,0,2024-08-15,15,Thursday,3,False,8,August,33,Daytime,byatarayanapura 4th stage → koramangala road,Very Long (>15 km),Long (30–60 min),High Fare,34.69796672828096
cab economy,2024-07-25,05:37:41.754771,cancelled,Ramamurthy Nagar Cut,Shivaji Nagar Harbor,17,RD4770765105632654,41.11,,,,,2024-07-25 05:37:41.754771,cab economy,ramamurthy nagar cut,shivaji nagar harbor,,0,1,2024-07-25,5,Thursday,3,False,7,July,30,Late Night,ramamurthy nagar cut → shivaji nagar harbor,Very Long (>15 km),Medium (15–30 min),,
bike,2024-07-27,09:33:45.754771,completed,Rachenahalli Depot,Benniganahalli Township,91,RD1941965890307278,26.37,169.84,35.54,205.38,GPay,2024-07-27 09:33:45.754771,bike,rachenahalli depot,benniganahalli township,gpay,1,0,2024-07-27,9,Saturday,5,True,7,July,30,Morning Peak,rachenahalli depot → benniganahalli township,Very Long (>15 km),Very Long (>60 min),Low Fare,7.78839590443686
parcel,2024-06-29,03:04:28.754771,completed,Hoodi Valley,Sahakar Nagar Station,84,RD5379281848702648,42.93,903.56,30.86,934.42,Amazon Pay,2024-06-29 03:04:28.754771,parcel,hoodi valley,sahakar nagar station,amazon pay,1,0,2024-06-29,3,Saturday,5,True,6,June,26,Late Night,hoodi valley → sahakar nagar station,Very Long (>15 km),Very Long (>60 min),High Fare,21.766130910784998
bike,2024-08-16,02:31:09.754771,completed,Sarjapur 1st Stage,BTM 2nd Stage Bridge,33,RD8151723203938934,25.43,720.12,16.16,736.28,GPay,2024-08-16 02:31:09.754771,bike,sarjapur 1st stage,btm 2nd stage bridge,gpay,1,0,2024-08-16,2,Friday,4,False,8,August,33,Late Night,sarjapur 1st stage → btm 2nd stage bridge,Very Long (>15 km),Long (30–60 min),Medium-High Fare,28.953204876130552
cab economy,2024-07-13,05:40:07.754771,completed,Koramangala 4th Block 6th Block,Domlur Village,113,RD1599162241292078,15.33,778.57,23.88,802.45,GPay,2024-07-13 05:40:07.754771,cab economy,koramangala 4th block 6th block,domlur village,gpay,1,0,2024-07-13,5,Saturday,5,True,7,July,28,Late Night,koramangala 4th block 6th block → domlur village,Very Long (>15 km),Very Long (>60 min),High Fare,52.345075016307895
parcel,2024-08-07,11:37:40.754771,completed,Peenya Close,Varthur District,93,RD9574744821272084,29.64,381.83,37.37,419.2,Amazon Pay,2024-08-07 11:37:40.754771,parcel,peenya close,varthur district,amazon pay,1,0,2024-08-07,11,Wednesday,2,False,8,August,32,Daytime,peenya close → varthur district,Very Long (>15 km),Very Long (>60 min),Medium-Low Fare,14.143049932523615
parcel,2024-08-08,20:45:42.754771,cancelled,Benson Town Cut,Hennur Road Colony,112,RD9860193235270120,43.42,,,,,2024-08-08 20:45:42.754771,parcel,benson town cut,hennur road colony,,0,1,2024-08-08,20,Thursday,3,False,8,August,32,Night,benson town cut → hennur road colony,Very Long (>15 km),Very Long (>60 min),,
auto,2024-08-14,12:37:31.754771,completed,KR Puram Pass,Koramangala 7th Block Vista,115,RD9416201839433313,39.32,228.6,7.92,236.52,Paytm,2024-08-14 12:37:31.754771,auto,kr puram pass,koramangala 7th block vista,paytm,1,0,2024-08-14,12,Wednesday,2,False,8,August,33,Daytime,kr puram pass → koramangala 7th block vista,Very Long (>15 km),Very Long (>60 min),Low Fare,6.015259409969482
auto,2024-07-27,04:04:02.754771,completed,HRBR Layout 3rd Block,Adugodi 3rd Stage,41,RD8881106319691544,14.16,703.39,6.61,710.0,Amazon Pay,2024-07-27 04:04:02.754771,auto,hrbr layout 3rd block,adugodi 3rd stage,amazon pay,1,0,2024-07-27,4,Saturday,5,True,7,July,30,Late Night,hrbr layout 3rd block → adugodi 3rd stage,Long (7–15 km),Long (30–60 min),Medium-High Fare,50.14124293785311
auto,2024-07-15,03:24:47.754771,completed,Indiranagar 2nd Block,Indiranagar Viewpoint,81,RD0114297548295577,25.91,381.21,45.82,427.03,GPay,2024-07-15 03:24:47.754771,auto,indiranagar 2nd block,indiranagar viewpoint,gpay,1,0,2024-07-15,3,Monday,0,False,7,July,29,Late Night,indiranagar 2nd block → indiranagar viewpoint,Very Long (>15 km),Very Long (>60 min),Medium-Low Fare,16.48128135854882
parcel,2024-07-29,22:18:30.754771,completed,Kaggalipura Summit,Kadugodi Plaza,28,RD8516836631746146,22.36,232.85,23.2,256.05,Amazon Pay,2024-07-29 22:18:30.754771,parcel,kaggalipura summit,kadugodi plaza,amazon pay,1,0,2024-07-29,22,Monday,0,False,7,July,31,Night,kaggalipura summit → kadugodi plaza,Very Long (>15 km),Medium (15–30 min),Low Fare,11.451252236135957
auto,2024-07-15,18:28:50.754771,completed,Bellandur Dam,Kodigehalli Run,91,RD0152509815392118,6.19,792.93,22.69,815.62,GPay,2024-07-15 18:28:50.754771,auto,bellandur dam,kodigehalli run,gpay,1,0,2024-07-15,18,Monday,0,False,7,July,29,Evening Peak,bellandur dam → kodigehalli run,Medium (3–7 km),Very Long (>60 min),High Fare,131.76413570274636
parcel,2024-08-10,05:47:04.754771,completed,Hosur Road Plaza,Tavarekere Trail,36,RD4525757379061616,41.93,611.15,32.28,643.43,Amazon Pay,2024-08-10 05:47:04.754771,parcel,hosur road plaza,tavarekere trail,amazon pay,1,0,2024-08-10,5,Saturday,5,True,8,August,32,Late Night,hosur road plaza → tavarekere trail,Very Long (>15 km),Long (30–60 min),Medium-High Fare,15.34533746720725
cab economy,2024-07-06,01:56:54.754771,completed,Ramamurthy Nagar Cut,Koramangala Terrace,77,RD5992070057514649,20.67,496.25,27.79,524.04,Amazon Pay,2024-07-06 01:56:54.754771,cab economy,ramamurthy nagar cut,koramangala terrace,amazon pay,1,0,2024-07-06,1,Saturday,5,True,7,July,27,Late Night,ramamurthy nagar cut → koramangala terrace,Very Long (>15 km),Very Long (>60 min),Medium-Low Fare,25.352685050798254
parcel,2024-07-10,23:00:33.754771,completed,Ganganagar Pass,Banaswadi 4th Stage,93,RD5980752817974196,12.78,329.93,8.48,338.41,GPay,2024-07-10 23:00:33.754771,parcel,ganganagar pass,banaswadi 4th stage,gpay,1,0,2024-07-10,23,Wednesday,2,False,7,July,28,Night,ganganagar pass → banaswadi 4th stage,Long (7–15 km),Very Long (>60 min),Medium-Low Fare,26.479655712050082
bike,2024-07-24,19:30:37.754771,completed,Horamavu Landing,Peenya Cut,65,RD8079784582373007,18.66,216.37,37.18,253.55,QR scan,2024-07-24 19:30:37.754771,bike,horamavu landing,peenya cut,qr scan,1,0,2024-07-24,19,Wednesday,2,False,7,July,30,Evening Peak,horamavu landing → peenya cut,Very Long (>15 km),Very Long (>60 min),Low Fare,13.587888531618436
bike,2024-08-10,21:07:16.754771,cancelled,Banaswadi Plaza,Kasavanahalli 6th Stage,26,RD1639438028187161,1.15,,,,,2024-08-10 21:07:16.754771,bike,banaswadi plaza,kasavanahalli 6th stage,,0,1,2024-08-10,21,Saturday,5,True,8,August,32,Night,banaswadi plaza → kasavanahalli 6th stage,Short (≤3 km),Medium (15–30 min),,
cab economy,2024-07-09,18:55:19.754771,completed,Hennur Road Terrace,Kanakapura Estate,32,RD8543748658095260,28.58,601.93,14.36,616.29,GPay,2024-07-09 18:55:19.754771,cab economy,hennur road terrace,kanakapura estate,gpay,1,0,2024-07-09,18,Tuesday,1,False,7,July,28,Evening Peak,hennur road terrace → kanakapura estate,Very Long (>15 km),Long (30–60 min),Medium-High Fare,21.56368089573128
bike,2024-07-01,00:51:05.754771,completed,Srirampura Esplanade,Lingarajapuram Yard,117,RD6814237357570770,18.22,61.33,45.32,106.65,GPay,2024-07-01 00:51:05.754771,bike,srirampura esplanade,lingarajapuram yard,gpay,1,0,2024-07-01,0,Monday,0,False,7,July,27,Late Night,srirampura esplanade → lingarajapuram yard,Very Long (>15 km),Very Long (>60 min),Low Fare,5.853457738748628
cab economy,2024-06-27,04:57:21.754771,cancelled,Sahakar Nagar Valley,HRBR Layout Pass,71,RD8690242802715570,6.29,,,,,2024-06-27 04:57:21.754771,cab economy,sahakar nagar valley,hrbr layout pass,,0,1,2024-06-27,4,Thursday,3,False,6,June,26,Late Night,sahakar nagar valley → hrbr layout pass,Medium (3–7 km),Very Long (>60 min),,
parcel,2024-08-06,22:55:00.754771,cancelled,Arekere 2nd Stage,BTM Layout Fork,94,RD7343374426637551,5.11,,,,,2024-08-06 22:55:00.754771,parcel,arekere 2nd stage,btm layout fork,,0,1,2024-08-06,22,Tuesday,1,False,8,August,32,Night,arekere 2nd stage → btm layout fork,Medium (3–7 km),Very Long (>60 min),,
cab economy,2024-07-18,13:16:35.754771,completed,Dr. Shivaram Karanth Nagar Alcove,Sanjay Nagar Nagar,10,RD9159868963344569,19.34,440.6,6.85,447.4500000000001,Paytm,2024-07-18 13:16:35.754771,cab economy,dr. shivaram karanth nagar alcove,sanjay nagar nagar,paytm,1,0,2024-07-18,13,Thursday,3,False,7,July,29,Daytime,dr. shivaram karanth nagar alcove → sanjay nagar nagar,Very Long (>15 km),Short (≤15 min),Medium-Low Fare,23.135987590486046
cab economy,2024-06-19,14:05:08.754771,completed,Jalahalli 1st Stage,ITI Layout Arc,72,RD1436730543859142,24.51,631.04,26.42,657.4599999999999,GPay,2024-06-19 14:05:08.754771,cab economy,jalahalli 1st stage,iti layout arc,gpay,1,0,2024-06-19,14,Wednesday,2,False,6,June,25,Daytime,jalahalli 1st stage → iti layout arc,Very Long (>15 km),Very Long (>60 min),Medium-High Fare,26.82415340677274
auto,2024-07-31,17:19:52.754771,cancelled,Peenya Pier,Nayandahalli 3rd Stage,15,RD4327454470686809,11.23,,,,,2024-07-31 17:19:52.754771,auto,peenya pier,nayandahalli 3rd stage,,0,1,2024-07-31,17,Wednesday,2,False,7,July,31,Evening Peak,peenya pier → nayandahalli 3rd stage,Long (7–15 km),Short (≤15 min),,
auto,2024-07-25,23:12:18.754771,completed,Rachenahalli Circle,Horamavu Banaswadi Cove,66,RD3829412437412676,33.63,429.99,20.14,450.13,Paytm,2024-07-25 23:12:18.754771,auto,rachenahalli circle,horamavu banaswadi cove,paytm,1,0,2024-07-25,23,Thursday,3,False,7,July,30,Night,rachenahalli circle → horamavu banaswadi cove,Very Long (>15 km),Very Long (>60 min),Medium-Low Fare,13.384775498067201
bike,2024-08-11,14:43:07.754771,completed,KR Puram Farms,Kothanur Heights,92,RD0354413100819793,11.62,689.34,14.92,704.26,Amazon Pay,2024-08-11 14:43:07.754771,bike,kr puram farms,kothanur heights,amazon pay,1,0,2024-08-11,14,Sunday,6,True,8,August,32,Daytime,kr puram farms → kothanur heights,Long (7–15 km),Very Long (>60 min),Medium-High Fare,60.607573149741825
bike,2024-07-20,01:19:37.754771,completed,Koramangala 6th Block 3rd Block,Byatarayanapura 3rd Block,98,RD0849573326078384,34.91,473.64,0.29,473.93,Paytm,2024-07-20 01:19:37.754771,bike,koramangala 6th block 3rd block,byatarayanapura 3rd block,paytm,1,0,2024-07-20,1,Saturday,5,True,7,July,29,Late Night,koramangala 6th block 3rd block → byatarayanapura 3rd block,Very Long (>15 km),Very Long (>60 min),Medium-Low Fare,13.575766256087082
parcel,2024-07-03,07:55:43.754771,completed,Chikkabellandur Park,Hennur Road Pier,39,RD1544632339038993,35.13,312.48,40.2,352.68,GPay,2024-07-03 07:55:43.754771,parcel,chikkabellandur park,hennur road pier,gpay,1,0,2024-07-03,7,Wednesday,2,False,7,July,27,Morning Peak,chikkabellandur park → hennur road pier,Very Long (>15 km),Long (30–60 min),Medium-Low Fare,10.039282664389411
cab economy,2024-07-16,20:41:18.754771,completed,Koramangala 8th Block Terrace,Bellandur Outer Ring Road 2nd Block,16,RD8477700773181885,34.95,412.91,5.49,418.4,QR scan,2024-07-16 20:41:18.754771,cab economy,koramangala 8th block terrace,bellandur outer ring road 2nd block,qr scan,1,0,2024-07-16,20,Tuesday,1,False,7,July,29,Night,koramangala 8th block terrace → bellandur outer ring road 2nd block,Very Long (>15 km),Medium (15–30 min),Medium-Low Fare,11.971387696709584
auto,2024-08-04,18:00:39.754771,completed,Anekal Station,Byatarayanapura 3rd Block,67,RD4627278502290708,42.04,186.58,23.62,210.2,Amazon Pay,2024-08-04 18:00:39.754771,auto,anekal station,byatarayanapura 3rd block,amazon pay,1,0,2024-08-04,18,Sunday,6,True,8,August,31,Evening Peak,anekal station → byatarayanapura 3rd block,Very Long (>15 km),Very Long (>60 min),Low Fare,5.0
bike,2024-08-01,07:05:08.754771,completed,Kumaraswamy Layout 2nd Block,Doddanekundi Complex,49,RD2718661480044690,28.91,447.95,0.8,448.75,QR scan,2024-08-01 07:05:08.754771,bike,kumaraswamy layout 2nd block,doddanekundi complex,qr scan,1,0,2024-08-01,7,Thursday,3,False,8,August,31,Morning Peak,kumaraswamy layout 2nd block → doddanekundi complex,Very Long (>15 km),Long (30–60 min),Medium-Low Fare,15.52231061916292
parcel,2024-06-26,23:51:36.754771,completed,Malleshwaram Station,Shivaji Nagar Boulevard,50,RD1162414923743543,4.92,715.11,14.47,729.58,Paytm,2024-06-26 23:51:36.754771,parcel,malleshwaram station,shivaji nagar boulevard,paytm,1,0,2024-06-26,23,Wednesday,2,False,6,June,26,Night,malleshwaram station → shivaji nagar boulevard,Medium (3–7 km),Long (30–60 min),Medium-High Fare,148.28861788617888
auto,2024-06-26,18:59:28.754771,completed,Sahakar Nagar Run,Bellandur Outer Ring Road Quay,80,RD4798221265106892,49.78,668.86,10.63,679.49,Paytm,2024-06-26 18:59:28.754771,auto,sahakar nagar run,bellandur outer ring road quay,paytm,1,0,2024-06-26,18,Wednesday,2,False,6,June,26,Evening Peak,sahakar nagar run → bellandur outer ring road quay,Very Long (>15 km),Very Long (>60 min),Medium-High Fare,13.649859381277622
bike,2024-07-11,23:43:44.754771,completed,KR Puram Way,Chikkabellandur 2nd Block,24,RD0081358914056128,18.2,575.48,20.54,596.02,Paytm,2024-07-11 23:43:44.754771,bike,kr puram way,chikkabellandur 2nd block,paytm,1,0,2024-07-11,23,Thursday,3,False,7,July,28,Night,kr puram way → chikkabellandur 2nd block,Very Long (>15 km),Medium (15–30 min),Medium-High Fare,32.74835164835165
bike,2024-07-11,13:21:58.754771,completed,RMV 2nd Stage Township,Begur Alcove,16,RD2872660083213154,46.55,73.03,18.59,91.62,GPay,2024-07-11 13:21:58.754771,bike,rmv 2nd stage township,begur alcove,gpay,1,0,2024-07-11,13,Thursday,3,False,7,July,28,Daytime,rmv 2nd stage township → begur alcove,Very Long (>15 km),Medium (15–30 min),Low Fare,1.9682062298603653
cab economy,2024-06-20,16:07:52.754771,completed,Kudlu Side,Sanjay Nagar Vista,23,RD3499419485946091,7.12,954.8,44.47,999.27,QR scan,2024-06-20 16:07:52.754771,cab economy,kudlu side,sanjay nagar vista,qr scan,1,0,2024-06-20,16,Thursday,3,False,6,June,25,Evening Peak,kudlu side → sanjay nagar vista,Long (7–15 km),Medium (15–30 min),High Fare,140.34691011235955
parcel,2024-07-04,21:13:58.754771,completed,Bikasipura Terrace,Kanaka Nagar Alley,56,RD5771475252757841,19.03,861.54,47.79,909.33,Amazon Pay,2024-07-04 21:13:58.754771,parcel,bikasipura terrace,kanaka nagar alley,amazon pay,1,0,2024-07-04,21,Thursday,3,False,7,July,27,Night,bikasipura terrace → kanaka nagar alley,Very Long (>15 km),Long (30–60 min),High Fare,47.78402522333158
cab economy,2024-08-16,19:56:42.754771,completed,Bikasipura Cross,Giri Nagar Cove,47,RD0812161880724503,18.52,336.65,12.94,349.59,Amazon Pay,2024-08-16 19:56:42.754771,cab economy,bikasipura cross,giri nagar cove,amazon pay,1,0,2024-08-16,19,Friday,4,False,8,August,33,Evening Peak,bikasipura cross → giri nagar cove,Very Long (>15 km),Long (30–60 min),Medium-Low Fare,18.876349892008637
auto,2024-06-20,16:46:40.754771,completed,Jalahalli Quay,Rajajinagar District,101,RD8637459130855956,24.37,126.03,36.11,162.14,Paytm,2024-06-20 16:46:40.754771,auto,jalahalli quay,rajajinagar district,paytm,1,0,2024-06-20,16,Thursday,3,False,6,June,25,Evening Peak,jalahalli quay → rajajinagar district,Very Long (>15 km),Very Long (>60 min),Low Fare,6.653262207632334
